100	0.00027838	0.00021127	7.83e-05
200	0.00049278	0.00019874	7.188e-05
300	0.00071418	0.00066432	7.163e-05
400	0.00092064	0.00071247	7.151e-05
500	0.00114578	0.00072051	7.531e-05
600	0.00134923	0.00031569	7.659e-05
700	0.00156671	0.00085485	7.23e-05
800	0.0017976	0.00083462	7.41e-05
900	0.0019999	0.00185416	7.104e-05
1000	0.00221121	0.00155561	7.365e-05
