100	0.054065	0.030649
200	0.233559	0.113842
300	0.40946	0.176841
400	0.342839	0.147759
500	0.521951	0.212638
600	0.727296	0.294754
700	1.1356	0.461463
800	2.00659	0.780599
900	1.52696	0.596091
1000	2.03641	0.791585
