100	0.015971	0.028845
200	0.071445	0.107602
300	0.189132	0.253443
400	0.277273	0.349011
500	0.191929	0.219005
600	0.265112	0.306403
700	0.346044	0.383932
800	0.458476	0.496704
900	0.571747	0.605021
1000	0.709575	0.756698
