100	0.000277	9.1e-05
200	0.000509	0.000102
300	0.000916	0.000144
400	0.001112	0.000131
500	0.00125	0.000133
600	0.001423	0.000123
700	0.001653	0.000145
800	0.00175	0.000136
900	0.001942	0.000133
1000	0.002307	0.000128
