100	0.050684	0.031315
200	0.251949	0.150692
300	0.369864	0.220826
400	0.601101	0.368358
500	0.543225	0.329845
600	1.07669	0.65699
700	1.14279	0.694746
800	1.28189	0.79708
900	1.59155	0.998589
1000	1.79885	1.11849
