100	0.022849	0.01451
200	0.083514	0.052609
300	0.170672	0.112436
400	0.290493	0.194605
500	0.440189	0.298926
600	0.626297	0.430264
700	0.840381	0.581288
800	1.10229	0.757848
900	1.3685	0.962729
1000	1.66272	1.17975
