100	5.7e-05	5.8e-05
200	4.4e-05	5.7e-05
300	4.2e-05	5.5e-05
400	4.6e-05	6.7e-05
500	4.5e-05	6.6e-05
600	5.9e-05	7.5e-05
700	5.9e-05	6.5e-05
800	5.5e-05	6.5e-05
900	5.6e-05	6.6e-05
1000	5.3e-05	7.1e-05
