100	0.000232	5.8e-05
200	6.5e-05	6e-05
300	7e-05	6.2e-05
400	6.6e-05	5e-05
500	6.6e-05	5.4e-05
600	6.5e-05	4.8e-05
700	5.5e-05	4.9e-05
800	7.6e-05	7.2e-05
900	6.6e-05	4.8e-05
1000	0.000101	8.3e-05
