100	0.014727	0.007056
200	0.05201	0.025403
300	0.112558	0.05527
400	0.19355	0.096032
500	0.301101	0.148264
600	0.431872	0.210864
700	0.58085	0.286715
800	0.755146	0.373572
900	0.955531	0.466166
1000	1.1802	0.573941
