100	0.000164	6.7e-05
200	0.00027	7e-05
300	0.000371	6.7e-05
400	0.00042	7.6e-05
500	0.000546	6.3e-05
600	0.00109	0.000236
700	0.000744	6.8e-05
800	0.000726	7.1e-05
900	0.000793	7e-05
1000	0.000821	6.6e-05
