100	0.019856	0.006181
200	0.090442	0.028314
300	0.145962	0.048481
400	0.257565	0.088799
500	0.399594	0.13202
600	0.543347	0.183605
700	0.698396	0.243129
800	0.919469	0.319219
900	1.15923	0.40998
1000	1.3671	0.505657
