100	0.000165	6.3e-05
200	0.000273	5.3e-05
300	0.000537	5.9e-05
400	0.00045	5.8e-05
500	0.000542	6.9e-05
600	0.000604	4.9e-05
700	0.000712	4.9e-05
800	0.000732	5.9e-05
900	0.000781	6e-05
1000	0.000982	5.7e-05
