  5.5000000e+001  3.7000000e+001
  5.4999998e+001  3.6999998e+001
  5.4999987e+001  3.6999984e+001
  5.4999955e+001  3.6999946e+001
  5.4999893e+001  3.6999872e+001
  5.4999792e+001  3.6999750e+001
  5.4999640e+001  3.6999568e+001
  5.4999428e+001  3.6999314e+001
  5.4999147e+001  3.6998976e+001
  5.4998785e+001  3.6998542e+001
  5.4998333e+001  3.6998000e+001
  5.4997782e+001  3.6997338e+001
  5.4997120e+001  3.6996544e+001
  5.4996338e+001  3.6995606e+001
  5.4995427e+001  3.6994512e+001
  5.4994375e+001  3.6993250e+001
  5.4993173e+001  3.6991808e+001
  5.4991812e+001  3.6990174e+001
  5.4990280e+001  3.6988336e+001
  5.4988568e+001  3.6986282e+001
  5.4986667e+001  3.6984000e+001
  5.4984565e+001  3.6981478e+001
  5.4982253e+001  3.6978704e+001
  5.4979722e+001  3.6975666e+001
  5.4976960e+001  3.6972352e+001
  5.4973958e+001  3.6968750e+001
  5.4970707e+001  3.6964848e+001
  5.4967195e+001  3.6960634e+001
  5.4963413e+001  3.6956096e+001
  5.4959352e+001  3.6951222e+001
  5.4955000e+001  3.6946000e+001
  5.4950348e+001  3.6940418e+001
  5.4945387e+001  3.6934464e+001
  5.4940105e+001  3.6928126e+001
  5.4934493e+001  3.6921392e+001
  5.4928542e+001  3.6914250e+001
  5.4922240e+001  3.6906688e+001
  5.4915578e+001  3.6898694e+001
  5.4908547e+001  3.6890256e+001
  5.4901135e+001  3.6881362e+001
  5.4893333e+001  3.6872000e+001
  5.4885132e+001  3.6862158e+001
  5.4876520e+001  3.6851824e+001
  5.4867488e+001  3.6840986e+001
  5.4858027e+001  3.6829632e+001
  5.4848125e+001  3.6817750e+001
  5.4837773e+001  3.6805328e+001
  5.4826962e+001  3.6792354e+001
  5.4815680e+001  3.6778816e+001
  5.4803918e+001  3.6764702e+001
  5.4791667e+001  3.6750000e+001
  5.4778915e+001  3.6734698e+001
  5.4765653e+001  3.6718784e+001
  5.4751872e+001  3.6702246e+001
  5.4737560e+001  3.6685072e+001
  5.4722708e+001  3.6667250e+001
  5.4707307e+001  3.6648768e+001
  5.4691345e+001  3.6629614e+001
  5.4674813e+001  3.6609776e+001
  5.4657702e+001  3.6589242e+001
  5.4640000e+001  3.6568000e+001
  5.4621698e+001  3.6546038e+001
  5.4602787e+001  3.6523344e+001
  5.4583255e+001  3.6499906e+001
  5.4563093e+001  3.6475712e+001
  5.4542292e+001  3.6450750e+001
  5.4520840e+001  3.6425008e+001
  5.4498728e+001  3.6398474e+001
  5.4475947e+001  3.6371136e+001
  5.4452485e+001  3.6342982e+001
  5.4428333e+001  3.6314000e+001
  5.4403482e+001  3.6284178e+001
  5.4377920e+001  3.6253504e+001
  5.4351638e+001  3.6221966e+001
  5.4324627e+001  3.6189552e+001
  5.4296875e+001  3.6156250e+001
  5.4268373e+001  3.6122048e+001
  5.4239112e+001  3.6086934e+001
  5.4209080e+001  3.6050896e+001
  5.4178268e+001  3.6013922e+001
  5.4146667e+001  3.5976000e+001
  5.4114265e+001  3.5937118e+001
  5.4081053e+001  3.5897264e+001
  5.4047022e+001  3.5856426e+001
  5.4012160e+001  3.5814592e+001
  5.3976458e+001  3.5771750e+001
  5.3939907e+001  3.5727888e+001
  5.3902495e+001  3.5682994e+001
  5.3864213e+001  3.5637056e+001
  5.3825052e+001  3.5590062e+001
  5.3785000e+001  3.5542000e+001
  5.3744048e+001  3.5492858e+001
  5.3702187e+001  3.5442624e+001
  5.3659405e+001  3.5391286e+001
  5.3615693e+001  3.5338832e+001
  5.3571042e+001  3.5285250e+001
  5.3525440e+001  3.5230528e+001
  5.3478878e+001  3.5174654e+001
  5.3431347e+001  3.5117616e+001
  5.3382835e+001  3.5059402e+001
  5.3333333e+001  3.5000000e+001
  5.3333333e+001  3.5000000e+001
  5.3282836e+001  3.4939401e+001
  5.3231353e+001  3.4877605e+001
  5.3178901e+001  3.4814618e+001
  5.3125493e+001  3.4750443e+001
  5.3071146e+001  3.4685083e+001
  5.3015873e+001  3.4618544e+001
  5.2959691e+001  3.4550829e+001
  5.2902613e+001  3.4481941e+001
  5.2844656e+001  3.4411886e+001
  5.2785833e+001  3.4340667e+001
  5.2726161e+001  3.4268287e+001
  5.2665653e+001  3.4194752e+001
  5.2604326e+001  3.4120065e+001
  5.2542193e+001  3.4044229e+001
  5.2479271e+001  3.3967250e+001
  5.2415573e+001  3.3889131e+001
  5.2351116e+001  3.3809875e+001
  5.2285913e+001  3.3729488e+001
  5.2219981e+001  3.3647973e+001
  5.2153333e+001  3.3565333e+001
  5.2085986e+001  3.3481574e+001
  5.2017953e+001  3.3396699e+001
  5.1949251e+001  3.3310711e+001
  5.1879893e+001  3.3223616e+001
  5.1809896e+001  3.3135417e+001
  5.1739273e+001  3.3046117e+001
  5.1668041e+001  3.2955722e+001
  5.1596213e+001  3.2864235e+001
  5.1523806e+001  3.2771659e+001
  5.1450833e+001  3.2678000e+001
  5.1377311e+001  3.2583261e+001
  5.1303253e+001  3.2487445e+001
  5.1228676e+001  3.2390558e+001
  5.1153593e+001  3.2292603e+001
  5.1078021e+001  3.2193583e+001
  5.1001973e+001  3.2093504e+001
  5.0925466e+001  3.1992369e+001
  5.0848513e+001  3.1890181e+001
  5.0771131e+001  3.1786946e+001
  5.0693333e+001  3.1682667e+001
  5.0615136e+001  3.1577347e+001
  5.0536553e+001  3.1470992e+001
  5.0457601e+001  3.1363605e+001
  5.0378293e+001  3.1255189e+001
  5.0298646e+001  3.1145750e+001
  5.0218673e+001  3.1035291e+001
  5.0138391e+001  3.0923815e+001
  5.0057813e+001  3.0811328e+001
  4.9976956e+001  3.0697833e+001
  4.9895833e+001  3.0583333e+001
  4.9814461e+001  3.0467834e+001
  4.9732853e+001  3.0351339e+001
  4.9651026e+001  3.0233851e+001
  4.9568993e+001  3.0115376e+001
  4.9486771e+001  2.9995917e+001
  4.9404373e+001  2.9875477e+001
  4.9321816e+001  2.9754062e+001
  4.9239113e+001  2.9631675e+001
  4.9156281e+001  2.9508319e+001
  4.9073333e+001  2.9384000e+001
  4.8990286e+001  2.9258721e+001
  4.8907153e+001  2.9132485e+001
  4.8823951e+001  2.9005298e+001
  4.8740693e+001  2.8877163e+001
  4.8657396e+001  2.8748083e+001
  4.8574073e+001  2.8618064e+001
  4.8490741e+001  2.8487109e+001
  4.8407413e+001  2.8355221e+001
  4.8324106e+001  2.8222406e+001
  4.8240833e+001  2.8088667e+001
  4.8157611e+001  2.7954007e+001
  4.8074453e+001  2.7818432e+001
  4.7991376e+001  2.7681945e+001
  4.7908393e+001  2.7544549e+001
  4.7825521e+001  2.7406250e+001
  4.7742773e+001  2.7267051e+001
  4.7660166e+001  2.7126955e+001
  4.7577713e+001  2.6985968e+001
  4.7495431e+001  2.6844093e+001
  4.7413333e+001  2.6701333e+001
  4.7331436e+001  2.6557694e+001
  4.7249753e+001  2.6413179e+001
  4.7168301e+001  2.6267791e+001
  4.7087093e+001  2.6121536e+001
  4.7006146e+001  2.5974417e+001
  4.6925473e+001  2.5826437e+001
  4.6845091e+001  2.5677602e+001
  4.6765013e+001  2.5527915e+001
  4.6685256e+001  2.5377379e+001
  4.6605833e+001  2.5226000e+001
  4.6526761e+001  2.5073781e+001
  4.6448053e+001  2.4920725e+001
  4.6369726e+001  2.4766838e+001
  4.6291793e+001  2.4612123e+001
  4.6214271e+001  2.4456583e+001
  4.6137173e+001  2.4300224e+001
  4.6060516e+001  2.4143049e+001
  4.5984313e+001  2.3985061e+001
  4.5908581e+001  2.3826266e+001
  4.5833333e+001  2.3666667e+001
  4.5833333e+001  2.3666667e+001
  4.5758582e+001  2.3506271e+001
  4.5684320e+001  2.3345104e+001
  4.5610538e+001  2.3183193e+001
  4.5537227e+001  2.3020565e+001
  4.5464375e+001  2.2857250e+001
  4.5391973e+001  2.2693275e+001
  4.5320012e+001  2.2528667e+001
  4.5248480e+001  2.2363456e+001
  4.5177368e+001  2.2197669e+001
  4.5106667e+001  2.2031333e+001
  4.5036365e+001  2.1864478e+001
  4.4966453e+001  2.1697131e+001
  4.4896922e+001  2.1529319e+001
  4.4827760e+001  2.1361072e+001
  4.4758958e+001  2.1192417e+001
  4.4690507e+001  2.1023381e+001
  4.4622395e+001  2.0853994e+001
  4.4554613e+001  2.0684283e+001
  4.4487152e+001  2.0514275e+001
  4.4420000e+001  2.0344000e+001
  4.4353148e+001  2.0173485e+001
  4.4286587e+001  2.0002757e+001
  4.4220305e+001  1.9831846e+001
  4.4154293e+001  1.9660779e+001
  4.4088542e+001  1.9489583e+001
  4.4023040e+001  1.9318288e+001
  4.3957778e+001  1.9146921e+001
  4.3892747e+001  1.8975509e+001
  4.3827935e+001  1.8804082e+001
  4.3763333e+001  1.8632667e+001
  4.3698932e+001  1.8461291e+001
  4.3634720e+001  1.8289984e+001
  4.3570688e+001  1.8118773e+001
  4.3506827e+001  1.7947685e+001
  4.3443125e+001  1.7776750e+001
  4.3379573e+001  1.7605995e+001
  4.3316162e+001  1.7435447e+001
  4.3252880e+001  1.7265136e+001
  4.3189718e+001  1.7095089e+001
  4.3126667e+001  1.6925333e+001
  4.3063715e+001  1.6755898e+001
  4.3000853e+001  1.6586811e+001
