100	0.007291	0.014833
200	0.025553	0.051862
300	0.055755	0.113169
400	0.096613	0.196434
500	0.147946	0.303609
600	0.211349	0.432169
700	0.286899	0.585673
800	0.369886	0.761562
900	0.47414	0.961866
1000	0.577115	1.18811
