100	0.023609	0.014699
200	0.082581	0.051571
300	0.180551	0.112642
400	0.333353	0.202635
500	0.484963	0.307569
600	0.644814	0.434096
700	0.871077	0.589538
800	1.15025	0.773328
900	1.45925	0.972446
1000	1.76458	1.19133
